TRANSTEXT 8.3.0
PRIMARY_LANGID 0
English Text	Translated Text	Item Type
"Decades start on year '1' instead of year '0'. eg. '2001' instead of '2000'"	""	"checkbox"
"Decimal (eg. 5.62)"	""	"text"
"Decimal places"	""	"label"
"Decrease"	""	"menu"
"Decrease Font Size"	""	"tooltip"
"Decrease Indent"	""	"menu"
  "Decrease Indent"	""	"tooltip"
"Decrement Font Size"	""	"menu"
"Decrement Task % Completion"	""	"menu"
"Decrement Task Priority"	""	"menu"
"Default"	""	"combobox"
"Default Allocated By"	""	"label"
"Default Allocated To"	""	"label"
"Default Attribute Visibility for New Tasklists"	""	"label"
"Default Attributes"	""	"label"
"Default Browser..."	""	"button"
"Default Categories"	""	"label"
"Default Connection Attributes"	""	"label"
"Default data"	""	"label"
"Default Filter %d"	""	"menu"
"Default Statuses"	""	"label"
"Default Tags"	""	"label"
"Default Task View Visibility"	""	"label"
"Default Versions"	""	"label"
"Defaults"	""	"button"
"Define Named Range..."	""	"menu"
"Degrees"	""	"label"
"Delegator"	""	"text"
"Delete"	""	"menu"
"Delete All Tasks"	""	"menu"
"Delete Attribute"	""	"tooltip"
"Delete Columns"	""	"menu"
"Delete Connection"	""	"tooltip"
"Delete Dependency"	""	"tooltip"
"Delete Row"	""	"menu"
"Delete Rows"	""	"menu"
"Delete Rule"	""	"tooltip"
"Delete Search"	""	"tooltip"
"Delete Selected Task"	""	"menu"
"Delete Task"	""	"tooltip"
"Delete Task Dependency"	""	"dialog"
"Delete Time Block"	""	"tooltip"
"Delete Time Block Series"	""	"tooltip"
"Delete Tool"	""	"tooltip"
"Delimiter"	""	"label"
"Dependency"	""	"menu"
  "Dependency"	""	"label"
"Dependency colour"	""	"label"
"Dependents"	""	"tooltip"
"Description"	""	"sysheader32"
"Details"	""	"groupbox"
"Development Preview"	""	"text"
"Dialog"	""	"dialog"
"Dictionaries"	""	"combobox"
"Direction"	""	"label"
"Dismiss"	""	"button"
"Display"	""	"label"
"Display 'Alloc To' after task's gantt bar"	""	"checkbox"
"Display 'Alloc To' column"	""	"checkbox"
"Display 'File Link' images as thumbnails"	""	"checkbox"
"Display 'Task Title' after task's gantt bar"	""	"checkbox"
"Display 'Time Periods' in HMS format"	""	"checkbox"
"Display 'User Defined Tools'"	""	"checkbox"
"Display a parent task's '% Completion' as being the average of all its subtasks' % completions"	""	"checkbox"
"Display a task as 'Flagged' if any of its subtasks are flagged"	""	"checkbox"
"Display a task's '% Completion' as being equal to its 'Time Spent' divided by its 'Time Estimate'"	""	"checkbox"
"Display a task's 'Due Date' as"	""	"groupbox"
"Display a task's 'Last Modified' date as the latest of its and all its subtasks' last modified dates"	""	"checkbox"
"Display a task's 'Remaining Time' as"	""	"groupbox"
"Display a task's 'Start Date' as"	""	"groupbox"
"Display a task's priority/risk as being the highest of its and all its subtasks' priorities/risks"	""	"checkbox"
"Display a warning if I attempt to add or delete tasks from an archive"	""	"checkbox"
"Display active tasks on 'Today'"	""	"checkbox"
"Display an image behind content pages"	""	"checkbox"
"Display as percentage"	""	"text"
"Display collapsed parent tasks as 'Rollups'"	""	"button"
"Display comments after a task's title"	""	"checkbox"
"Display completed tasks"	""	"checkbox"
"Display confirmation dialog for each period logged"	""	"checkbox"
"Display dates and times in ISO format"	""	"checkbox"
"Display delete confirmation dialog"	""	"checkbox"
"Display future occurrences of recurring tasks"	""	"checkbox"
"Display in toolbar"	""	"checkbox"
"Display Language"	""	"label"
"Display notifications in HTML"	""	"checkbox"
"Display only the first line of comments"	""	"checkbox"
"Display reminders using 'Stickies' (by Zhorn Software)"	""	"checkbox"
"Display report automatically"	""	"checkbox"
"Display save confirmation dialog on exit, otherwise the tasklist will be auto-saved"	""	"checkbox"
"Display task 'Completion' dates"	""	"checkbox"
"Display task 'Due' dates"	""	"checkbox"
"Display task 'Start' dates"	""	"checkbox"
"Display tasks as continuous between their 'Start' and 'Due' (or 'Completion') dates"	""	"checkbox"
"Display tasks discontinuously between their 'Start' and 'Due' (or 'Completion') dates"	""	"checkbox"
"Display the following attributes for each task"	""	"groupbox"
"Display the image file directly (currently supports bmp, ico, gif, jpg, png)"	""	"radiobutton"
"Display the image file directly\n(currently supports bmp, ico, gif, jpg, png)"	""	"radiobutton"
"Display the selected task's path in the header bar"	""	"checkbox"
"Display watermark image (applies to all html comments)"	""	"checkbox"
"Distributed (Indent)"	""	"combobox"
"Divide"	""	"combobox"
"Do Search"	""	"tooltip"
"Do you want to create a new recurring task or reuse the existing recurring task ?"	""	"label"
"Do you want to delete the existing column definitions?"	""	"text"
"Dock Below"	""	"tooltip"
"Dock Left"	""	"tooltip"
"Dock Right"	""	"tooltip"
"Documentation..."	""	"menu"
"does not equal"	""	"text"
"does not include"	""	"text"
"Donate..."	""	"menu"
"Done!"	""	"text"
"Dotted"	""	"menu"
"Double-click to go to task"	""	"tooltip"
"Download More Dictionaries"	""	"label"
"Download Progress"	""	"dialog"
"Download Progress (%d%%)"	""	"text"
"Downloading '%s' from '%s'"	""	"text"
"Downloading latest update..."	""	"text"
"Draw connections on top"	""	"combobox"
"Draw pins"	""	"combobox"
"Due"	""	"sysheader32"
"Due date"	""	"label"
"Due Date"	""	"menu"
  "Due Date"	""	"label"
"Due date - Current date"	""	"radiobutton"
"Due Task Notifications"	""	"label"
"Due Tasks"	""	"menu"
"Due Tasks: %s"	""	"text"
"Due Time"	""	"label"
"Duplicate"	""	"button"
"Duplicate Time Block"	""	"tooltip"
"Duplicate Tool"	""	"tooltip"
"Duration"	""	"label"
  "Duration"	""	"checklistbox"
"Dynamic data, multi-selection"	""	"text"
"Dynamic data, single-selection"	""	"text"
"Dynamic Droplists"	""	"label"
"Dynamically reduce items heights to display more tasks"	""	"checkbox"
"Edit"	""	"menu"
"Edit Allocations"	""	"tooltip"
"Edit Attribute Title"	""	"tooltip"
"Edit Cell"	""	"menu"
"Edit Connection"	""	"tooltip"
"Edit Dependency"	""	"tooltip"
"Edit Dropdown List Items..."	""	"menu"
"Edit Field Visibility"	""	"sysheader32"
"Edit Html"	""	"text"
"Edit Ignore List"	""	"tooltip"
  "Edit Ignore List"	""	"dialog"
"Edit Label"	""	"button"
"Edit Task Dependency"	""	"dialog"
"Edit Task Dependency..."	""	"menu"
"Edit Task Log File"	""	"menu"
"Edit Task Recurrence..."	""	"menu"
"Edit Task Title"	""	"menu"
  "Edit Task Title"	""	"tooltip"
"Edit Time Block Series"	""	"tooltip"
  "Edit Time Block Series"	""	"dialog"
"Edit Tool Name"	""	"tooltip"
"Edit..."	""	"button"
"Elapsed time"	""	"label"
"Email Selected Tasks..."	""	"menu"
"Email Tasks"	""	"dialog"
"Email Tasks..."	""	"menu"
"Embed a copy of the file which can be viewed by double-clicking the icon"	""	"radiobutton"
"Embed a link to the file which allows the original file to be edited and automatically updated"	""	"radiobutton"
"Enable"	""	"checkbox"
"Enable '.tdl' as a file extension for tasklists"	""	"checkbox"
"Enable 'Add-to-Dictionary' (for translators)"	""	"checkbox"
"Enable 'Overload' display"	""	"checkbox"
"Enable 'tdl://' as a url protocol"	""	"checkbox"
"Enable 'Underload' display"	""	"checkbox"
"Enable Debug Logging"	""	"menu"
"Enable delayed loading of tasklists"	""	"checkbox"
"Enable Editing"	""	"tooltip"
"Enable full row selection"	""	"checkbox"
"Enable support for Right-to-Left (RTL) user input"	""	"checkbox"
"Enable window fading when showing dialog boxes"	""	"checkbox"
"Encrypt Tasklist"	""	"menu"
"End"	""	"combobox"
"End after"	""	"checkbox"
"End Date"	""	"text"
"End of Last Month"	""	"menu"
"End of Last Week"	""	"menu"
"End of Last Year"	""	"menu"
"End of Next Month"	""	"menu"
"End of Next Week"	""	"menu"
"End of Next Year"	""	"menu"
"End of This Month"	""	"menu"
"End of This Week"	""	"menu"
"End of This Year"	""	"menu"
"End Time"	""	"text"
"Enter Password"	""	"label"
"Enter the password for encrypting this tasklist and then confirm it."	""	"label"
"Entry ID"	""	"text"
"equals"	""	"text"
"Error"	""	"menu"
"Est."	""	"text"
"Est: %s"	""	"text"
"Estimated/Spent Days"	""	"combobox"
"Every"	""	"radiobutton"
"Every weekday"	""	"radiobutton"
"Evidence Board"	""	"text"
"Evidence Board Preferences"	""	"dialog"
"Exclude blank list item"	""	"text"
"Exit"	""	"menu"
"Exit ToDoList"	""	"menu"
"Expand"	""	"menu"
"Expand All Images"	""	"tooltip"
"Expand all tasks"	""	"checkbox"
"Expand Task"	""	"tooltip"
"Expiry Time"	""	"text"
"Export"	""	"button"
  "Export"	""	"label"
"Export attributes in visible columns only"	""	"checkbox"
"Export filtered tasks only"	""	"checkbox"
"Export Preferences from Registry..."	""	"menu"
"Export Tasklist As"	""	"text"
"Export Tasklist|You must select a filename that does not match the tasklist being exported."	""	"label"
"Export Tasks"	""	"dialog"
"Export tasks as 'event' items"	""	"radiobutton"
"Export tasks as 'to-do' items"	""	"radiobutton"
"Export Tasks to CSV"	""	"text"
"Export Tasks to iCalendar"	""	"dialog"
"Export Tasks to Outline"	""	"dialog"
"Export Tasks..."	""	"menu"
"Export the project name as the first line"	""	"checkbox"
"Export To"	""	"groupbox"
"Export to folder"	""	"checkbox"
"Export to one file"	""	"checkbox"
"Export..."	""	"menu"
"Exporting Csv File"	""	"dialog"
"Exporting tasklists..."	""	"text"
"Ext.ID"	""	"text"
"Extended tasklist selection"	""	"text"
"External ID"	""	"label"
  "External ID"	""	"combobox"
  "External ID"	""	"menu"
"Features"	""	"label"
"Feedback and Support"	""	"menu"
  "Feedback and Support"	""	"tooltip"
"File"	""	"radiobutton"
  "File"	""	"label"
  "File"	""	"menu"
"File Actions"	""	"text"
"File Actions (more)"	""	"text"
"File Actions (more)>Backup"	""	"text"
"File Actions (more)>Saving"	""	"text"
"File Actions>Archiving"	""	"text"
"File Actions>Due Task Notifications"	""	"text"
"File Actions>Loading"	""	"text"
"File Actions>Switching Tasklists"	""	"text"
"File Checking"	""	"label"
"File Link"	""	"label"
  "File Link"	""	"combobox"
  "File Link"	""	"menu"
"File Link Preferences"	""	"dialog"
"File Linking"	""	"label"
"File name"	""	"label"
"File not found (%s)"	""	"tooltip"
"File Path"	""	"sysheader32"
"File prompt"	""	"text"
"File Timestamp Change"	""	"text"
"Files of type"	""	"label"
"Fill"	""	"systabcontrol32"
"Fill Pattern"	""	"label"
"Filter"	""	"text"
"Filter Bar"	""	"menu"
"Filter Bar Visibility"	""	"sysheader32"
"Filter Tasks"	""	"dialog"
"Filter..."	""	"menu"
"Filterable"	""	"combobox"
"Filtered task count / Total task count"	""	"text"
"Filtered Tasks"	""	"radiobutton"
"Filtered-out tasks"	""	"combobox"
"Filtering"	""	"label"
"Default Filters"	""	"menu"
"Find"	""	"label"
"Find in Comments"	""	"dialog"
"Find in Task Titles"	""	"dialog"
"Find Next"	""	"menu"
"Find Previous"	""	"menu"
"Find Tasks"	""	"dialog"
  "Find Tasks"	""	"tooltip"
"Find Tasks Filter"	""	"text"
"Find Tasks Filter %d"	""	"menu"
"Find Tasks Filters"	""	"text"
"Find Tasks..."	""	"menu"
"Find what"	""	"label"
"Find..."	""	"menu"
"Find/Replace"	""	"label"
"Find/Replace in Comments..."	""	"menu"
"Find/Replace in Task Titles..."	""	"menu"
"Finish"	""	"button"
"first"	""	"combobox"
"First row is header row"	""	"combobox"
"Five (5) Equal Subtasks"	""	"menu"
"Five (5) Subtasks"	""	"menu"
"Fixed"	""	"radiobutton"
"Fixed column definitions: (optional)"	""	"groupbox"
"Fixed data, multi-selection"	""	"text"
"Fixed data, single-selection"	""	"text"
"Flag"	""	"checklistbox"
  "Flag"	""	"combobox"
  "Flag"	""	"menu"
"Flag Request"	""	"text"
"Flagged"	""	"text"
"Flagged task colour"	""	"checkbox"
"Flagged Tasks"	""	"text"
"Folder"	""	"text"
"Folder is full path"	""	"radiobutton"
"Folder is relative to application"	""	"radiobutton"
"Folder is relative to tasklist"	""	"radiobutton"
"Folder prompt"	""	"text"
"Font"	""	"menu"
  "Font"	""	"label"
"Font Attributes"	""	"tooltip"
"Font Dialog"	""	"tooltip"
"Font Name"	""	"label"
"Font Options"	""	"label"
"Font Size"	""	"label"
"For tasks matching the following rules"	""	"label"
"Format"	""	"label"
"Format Cell..."	""	"menu"
"Format Cells"	""	"dialog"
"Formatted"	""	"menu"
"Formula"	""	"menu"
"Forwards"	""	"combobox"
"Four (4) Equal Subtasks"	""	"menu"
"Four (4) Subtasks"	""	"menu"
"fourth"	""	"combobox"
"Fraction (eg. 2/3)"	""	"text"
"FreeMind"	""	"combobox"
"Freeze To Cell"	""	"menu"
"Freeze To Edges"	""	"menu"
"Frequency Distributions"	""	"combobox"
"From"	""	"radiobutton"
"From completion date"	""	"combobox"
"From due date"	""	"combobox"
"From start date"	""	"combobox"
"Future Occurrence"	""	"tooltip"
"Gantt Chart"	""	"systabcontrol32"
  "Gantt Chart"	""	"checklistbox"
  "Gantt Chart"	""	"menu"
"Gantt Chart Preferences"	""	"dialog"
"Gantt Preferences"	""	"tooltip"
"GanttProject"	""	"combobox"
"General"	""	"text"
"Global hotkey"	""	"checkbox"
"Go To Task"	""	"dialog"
"Go To Task Dependency"	""	"menu"
"Go To Task..."	""	"menu"
"Go To Today"	""	"tooltip"
"Gradient"	""	"radiobutton"
"Graph colours"	""	"label"
"Graphs"	""	"systabcontrol32"
"Graphs Preferences"	""	"tooltip"
"Group"	""	"menu"
"Group By"	""	"label"
"Group by"	""	"checkbox"
  "Group by"	""	"label"
"Group header background colour"	""	"checkbox"
"H"	""	"menu"
"Have subtasks inherit the following attributes from their parent when they are created"	""	"checkbox"
"Having the following tag"	""	"checkbox"
"Heading 1"	""	"menu"
"Heading 2"	""	"menu"
"Heading 3"	""	"menu"
"Heading 4"	""	"menu"
"Heading 5"	""	"menu"
"Heat-map attribute"	""	"label"
"Heat-map scheme"	""	"label"
"Height"	""	"label"
"Help"	""	"button"
  "Help"	""	"menu"
"Hi %s, ToDoList is being updated"	""	"text"
"Hi %s, version %s is now available."	""	"text"
"Hide"	""	"menu"
"Hide '% Complete' for completed tasks"	""	"checkbox"
"Hide 'Priority' number"	""	"checkbox"
"Hide 'Start' and 'Due' dates for completed tasks"	""	"checkbox"
"Hide <none> group"	""	"combobox"
"Hide All"	""	"menu"
"Hide collapsed tasks"	""	"text"
"Hide completed tasks"	""	"text"
"Hide confidential attributes"	""	"checkbox"
"Hide empty attribute values"	""	"checkbox"
"Hide empty columns"	""	"combobox"
"Hide overdue tasks"	""	"text"
"Hide parent tasks"	""	"checkbox"
"Hide subtasks"	""	"combobox"
"Hide tab bar when only one tasklist is open"	""	"checkbox"
"Hide tasks whose Start and Due dates do not fall on the same day"	""	"checkbox"
"Hide tasks whose Start and Due times are not set"	""	"checkbox"
"Hide tasks whose Start or Due date does not fall in the current week"	""	"checkbox"
"Hide the splitter bar between the task titles and attribute columns"	""	"checkbox"
"Hide un-mapped attributes"	""	"checkbox"
"Hide unflagged email items"	""	"checkbox"
"Hide zero '% Complete' (0%)"	""	"checkbox"
"Hide zero 'Time Periods' and 'Costs'"	""	"checkbox"
"Hide zero values"	""	"combobox"
"High"	""	"text"
"High..."	""	"button"
"Highest"	""	"text"
"Homepage..."	""	"menu"
"Horizontal"	""	"label"
"Horizontal alignment"	""	"label"
"Horizontal Line"	""	"menu"
"Hours"	""	"menu"
"hours"	""	"label"
"HTML"	""	"groupbox"
  "HTML"	""	"menu"
"HTML format"	""	"radiobutton"
"Hyperlink"	""	"menu"
"iCalendar"	""	"combobox"
"iCalendar Files"	""	"combobox"
"Icon"	""	"label"
  "Icon"	""	"menu"
"Icon Path"	""	"sysheader32"
"ID"	""	"sysheader32"
"If a task list cannot be checked out, keep re-trying periodically"	""	"checkbox"
"If a tasklist's status changes to writable"	""	"checkbox"
"If a tasklist's timestamp changes"	""	"checkbox"
"If you reload the tasklist you will lose your current \nchanges.\n\nAre you sure you want to continue?"	""	"text"
"Ignore '{0}'"	""	"menu"
"Ignore Selected Word"	""	"tooltip"
"Image"	""	"text"
"Image Button"	""	"menu"
"Image Files"	""	"combobox"
"Image of active task view (%s)"	""	"radiobutton"
"Icons..."	""	"tooltip"
"Import"	""	"button"
"Import From"	""	"groupbox"
"Import Preferences into Registry..."	""	"menu"
"Import subtasks of selected tasks"	""	"checkbox"
"Import Tasklist"	""	"text"
"Import Tasks"	""	"dialog"
"Import Tasks from CSV"	""	"text"
"Import Tasks from File"	""	"dialog"
"Import Tasks from Outline"	""	"dialog"
"Import Tasks from Outlook"	""	"dialog"
"Import Tasks from Tasklist"	""	"dialog"
"Import Tasks from Text"	""	"dialog"
"Import Tasks from Windows Clipboard"	""	"dialog"
"Import Tasks..."	""	"menu"
"Import the first line as the project name"	""	"checkbox"
"Import To"	""	"groupbox"
"Import UDTs..."	""	"button"
"Import..."	""	"button"
"Importance"	""	"text"
"Importing Csv File"	""	"dialog"
"Importing tasklist..."	""	"text"
"Importing/Exporting"	""	"text"
"Include 'empty' values in Frequency Distribution graphs"	""	"checkbox"
"Include completed subtasks in this assessment"	""	"checkbox"
"Include completed subtasks in this calculation"	""	"checkbox"
"Include tasks without dates in calculations for 'Current Period'"	""	"checkbox"
"Include the weekday when displaying dates"	""	"checkbox"
"Include user name when identifying check-out"	""	"checkbox"
"Include web link when pasting browser content"	""	"checkbox"
"includes"	""	"text"
"Including"	""	"label"
"Including 'Calculated Due' dates"	""	"checkbox"
"Including 'Calculated Start' dates"	""	"checkbox"
"Including comments"	""	"checkbox"
"Including parent task"	""	"checkbox"
"Including subtasks"	""	"checkbox"
"Incomplete Tasks"	""	"combobox"
"Increase"	""	"menu"
"Increase Font Size"	""	"tooltip"
"Increase Indent"	""	"menu"
  "Increase Indent"	""	"tooltip"
"Increment Font Size"	""	"menu"
"Increment Task % Completion"	""	"menu"
"Increment Task Priority"	""	"menu"
"Indent"	""	"label"
"Indent subtasks"	""	"checkbox"
"Indent subtasks at each level with"	""	"label"
"Individual"	""	"radiobutton"
"Info"	""	"menu"
"Inheritable"	""	"text"
"Ini file"	""	"radiobutton"
"Initialising %s..."	""	"text"
"Inline Spell Checking"	""	"menu"
"Insert"	""	"menu"
"Insert Columns"	""	"menu"
"Insert Date"	""	"menu"
"Insert Date and Time"	""	"menu"
"Insert File Link..."	""	"menu"
"Insert Html"	""	"dialog"
"Insert Image"	""	"tooltip"
"Insert Link"	""	"tooltip"
"Insert Page Break"	""	"menu"
"Insert Row"	""	"menu"
"Insert Rows"	""	"menu"
"Insert Symbol"	""	"text"
"Insert Table"	""	"dialog"
  "Insert Table"	""	"tooltip"
"Insert Time"	""	"menu"
"Inside Borders"	""	"tooltip"
"Installed font"	""	"radiobutton"
"Integer (eg. 13)"	""	"text"
"Invalid Task ID"	""	"text"
"is due"	""	"combobox"
"is due in %.0f minutes at %s"	""	"text"
"is due in %s at %s"	""	"text"
"is due now (%s)"	""	"text"
"is greater than (>)"	""	"text"
"is greater than or equal to (>=)"	""	"text"
"is less than (<)"	""	"text"
"is less than or equal to (<=)"	""	"text"
"is not set"	""	"text"
"is set"	""	"text"
"Italic"	""	"menu"
  "Italic"	""	"tooltip"
"Its assigned date"	""	"radiobutton"
"Justify"	""	"menu"
  "Justify"	""	"tooltip"
"Kanban"	""	"systabcontrol32"
"Kanban Board"	""	"systabcontrol32"
  "Kanban Board"	""	"checklistbox"
"Kanban Preferences"	""	"dialog"
  "Kanban Preferences"	""	"tooltip"
"KB"	""	"text"
"Keep"	""	"label"
"Keep a task's time estimate synchronised with its start and due dates (and vice versa)"	""	"checkbox"
"Keep backup copies of tasklists before saving"	""	"checkbox"
"Keep tabs ordered by name"	""	"checkbox"
"Keep ToDoList on top when visible"	""	"checkbox"
"Keep track of most recently used (MRU) tasklists"	""	"checkbox"
"Keyboard Shortcuts"	""	"label"
  "Keyboard Shortcuts"	""	"menu"
"Label"	""	"label"
"Language Change|Support for RTL user input will be changed next time you restart ToDoList.\n\nWould you like to restart ToDoList now?"	""	"text"
"Language Change|The user interface language will be changed next time you restart ToDoList.\n\nWould you like to restart ToDoList now?"	""	"text"
"Large Icons"	""	"menu"
"last"	""	"combobox"
"Last Mod."	""	"text"
"Last Mod. By"	""	"text"
"Last Modification Time"	""	"text"
"Last Modified"	""	"text"
  "Last Modified"	""	"checklistbox"
  "Last Modified"	""	"sysheader32"
"Last Modified By"	""	"menu"
"Last Modified Date"	""	"menu"
"Last month"	""	"combobox"
"Last week"	""	"combobox"
"Last year"	""	"combobox"
"Layout"	""	"label"
"Lead In (Days)"	""	"sysheader32"
"Left"	""	"combobox"
  "Left"	""	"menu"
"Left Align"	""	"tooltip"
"Left and Right Borders"	""	"tooltip"
"Left Border"	""	"tooltip"
"Left Bottom"	""	"menu"
"Left of Tasklist"	""	"combobox"
"Left Top (Default)"	""	"menu"
"License"	""	"label"
"Limit colour depth of images to reduce tasklist file size"	""	"tooltip"
"Limit length of comments shown to"	""	"checkbox"
"Limit width of columns to"	""	"checkbox"
"Line Attributes"	""	"label"
"Line of Best Fit"	""	"combobox"
"lines"	""	"label"
"link"	""	"text"
"Link"	""	"menu"
"Link Options"	""	"groupbox"
"Link to the file using 'file://...'"	""	"radiobutton"
"List type"	""	"label"
"List Type"	""	"text"
"List View"	""	"menu"
  "List View"	""	"systabcontrol32"
  "List View"	""	"checklistbox"
"Loading tasklists..."	""	"text"
"Locale (location)"	""	"text"
"Locate Spell Check Engine"	""	"text"
"Lock"	""	"menu"
"Lock Colour Selection"	""	"tooltip"
"Lock Task Attributes"	""	"menu"
"Locked (Read-only)"	""	"checkbox"
"Locked Tasks"	""	"text"
"Log each task to a separate file"	""	"checkbox"
"Log Task Time"	""	"dialog"
"Log tracked time"	""	"checkbox"
"Logged Time Analysis|Please check that neither the log file nor the report file are open in another application."	""	"text"
"Logged Time Analysis|The analysis completed successfully. Would you like to view the results?"	""	"text"
"Logged Time Analysis|There were no tasks found matching the specified time period.\n\nWould you like to try another time period?"	""	"text"
"Low"	""	"text"
"Low-Med"	""	"text"
"Low..."	""	"button"
"Lowest"	""	"text"
"Lunch break (added to duration)"	""	"checkbox"
"M"	""	"menu"
"m"	""	"menu"
"Main Toolbar"	""	"label"
"Make this list read-only"	""	"checkbox"
"Make this my automatic choice"	""	"checkbox"
"Manage edit/filter field visibility"	""	"groupbox"
"Markdeep Files"	""	"text"
"Markdown"	""	"text"
"Match by task ID"	""	"radiobutton"
"Match by task title"	""	"radiobutton"
"Match case"	""	"label"
"Match whole word only"	""	"label"
"Matches"	""	"sysheader32"
"Maximise Comments"	""	"menu"
"Maximise Task View"	""	"menu"
  "Maximise Task View"	""	"tooltip"
"Maximise Tasklist"	""	"menu"
  "Maximise Tasklist"	""	"tooltip"
"Maximum"	""	"combobox"
"Med-High"	""	"text"
"Medium"	""	"text"
"Menu Item"	""	"text"
"Menu Option"	""	"sysheader32"
"Merge"	""	"text"
"Merge Cells"	""	"menu"
"Merge into active tasklist"	""	"radiobutton"
"Microsoft Outlook"	""	"combobox"
"Middle"	""	"combobox"
"Middle Align"	""	"tooltip"
"Mileage"	""	"text"
"Milestone"	""	"text"
"Mind Map"	""	"systabcontrol32"
"Minimise to System Tray"	""	"menu"
"Minimise ToDoList after the following period of inactivity"	""	"checkbox"
"Minimise ToDoList to the 'System Tray' when"	""	"checkbox"
"Minimise ToDoList when [Escape] is pressed"	""	"checkbox"
"Minimum"	""	"combobox"
"Minimum height of each interval"	""	"label"
"minutes"	""	"label"
"Minutes"	""	"menu"
"Modified Date"	""	"checklistbox"
  "Modified Date"	""	"combobox"
  "Modified Date"	""	"menu"
"Modify all connections of the same type"	""	"checkbox"
"Modify Connection"	""	"dialog"
"Modify Reminder..."	""	"menu"
"Modify Table"	""	"dialog"
"Modify Task Reminder"	""	"text"
"Modify..."	""	"button"
"Monthly"	""	"radiobutton"
"months"	""	"label"
"Months"	""	"menu"
  "Months"	""	"combobox"
"months after previous task is completed"	""	"label"
"Months, mid \t\t(eg. Jan 2013)"	""	"combobox"
"Months, narrow \t\t(eg. 01/13)"	""	"combobox"
"Months, wide \t\t(eg. January 2013)"	""	"combobox"
"More Colours..."	""	"text"
"More..."	""	"button"
"most recent backups"	""	"label"
"Move"	""	"menu"
"Move Attribute Down"	""	"tooltip"
"Move Attribute Up"	""	"tooltip"
"Move Column Down"	""	"tooltip"
"Move Column Up"	""	"tooltip"
"Move Down"	""	"button"
"Move end of period back one month"	""	"text"
"Move end of period forward one month"	""	"text"
"Move Rule Down"	""	"tooltip"
"Move Rule Up"	""	"tooltip"
"Move start of period back one month"	""	"text"
"Move start of period forward one month"	""	"text"
"Move Tab Left"	""	"menu"
"Move Tab Right"	""	"menu"
"Move Task Down"	""	"menu"
"Move Task Here"	""	"menu"
"Move Task Left (Up One Level)"	""	"menu"
"Move Task Right (Down One Level)"	""	"menu"
"Move Task Up"	""	"menu"
"Move Tasklist Tab Left"	""	"menu"
"Move Tasklist Tab Right"	""	"menu"
"Move the input focus to the tasklist when [Enter] is pressed"	""	"checkbox"
"Move Tool Down"	""	"tooltip"
"Move Tool Up"	""	"tooltip"
"Move Up"	""	"button"
"Move whole period back one month"	""	"text"
"Move whole period forward one month"	""	"text"
"MS Sans Serif"	""	"combobox"
"Multi-Sort"	""	"dialog"
"Multi-Sort..."	""	"menu"
"Multiple Users"	""	"text"
"Multiple Users>File Checking"	""	"text"
"Multiple Users>Source Control"	""	"text"
"Multiply"	""	"combobox"
"My Life Organized"	""	"combobox"
"Name"	""	"sysheader32"
"Name Manager..."	""	"menu"
"Named Range Management"	""	"dialog"
"Navigate Back"	""	"menu"
  "Navigate Back"	""	"tooltip"
"Navigate Forward"	""	"menu"
  "Navigate Forward"	""	"tooltip"
"Nearest Day"	""	"combobox"
"Nearest Decade"	""	"combobox"
"Nearest Half-Day"	""	"combobox"
"Nearest Half-Hour"	""	"combobox"
"Nearest Half-Year"	""	"combobox"
"Nearest Hour"	""	"combobox"
"Nearest Month"	""	"combobox"
"Nearest Quarter"	""	"combobox"
"Nearest Week"	""	"combobox"
"Nearest Year"	""	"combobox"
"Negative numbers"	""	"label"
"Negative Progress"	""	"menu"
"New"	""	"menu"
"New Attribute"	""	"tooltip"
"New Connection"	""	"tooltip"
  "New Connection"	""	"dialog"
"New Dependent Task Above Selected Task"	""	"menu"
"New Dependent Task Below Selected Task"	""	"menu"
"New External Tool"	""	"tooltip"
"New file path"	""	"label"
"New Named Range"	""	"dialog"
"New project name"	""	"label"
"New Report Template"	""	"tooltip"
"New Search"	""	"tooltip"
"New Subtask"	""	"menu"
  "New Subtask"	""	"tooltip"
"New Subtask at Bottom of Selected Task"	""	"menu"
"New Subtask at Top of Selected Task"	""	"menu"
"New Task"	""	"menu"
  "New Task"	""	"tooltip"
"New Task Above Selected Task"	""	"menu"
"New Task at Bottom"	""	"menu"
"New Task at Bottom of Selected Task's Parent"	""	"menu"
"New Task at Top"	""	"menu"
"New Task at Top of Selected Task's Parent"	""	"menu"
"New Task Below Selected Task"	""	"menu"
"New tasklist"	""	"radiobutton"
"New Tasklist"	""	"menu"
"New Time Block"	""	"dialog"
"New ToDoList Tool"	""	"tooltip"
"New Tool"	""	"button"
  "New Tool"	""	"tooltip"
"Next >"	""	"button"
"Next Image"	""	"tooltip"
"Next Match"	""	"tooltip"
"Next Task View"	""	"menu"
"Next TaskList"	""	"menu"
"Next Word"	""	"button"
"Next/Previous {0} days"	""	"tooltip"
"No"	""	"button"
"No custom attributes were imported."	""	"text"
"No header row is required"	""	"combobox"
"No Reminder"	""	"text"
"No Snapping"	""	"combobox"
"No task title colouring (except for due tasks)"	""	"radiobutton"
"No tasks were imported."	""	"text"
"No, I won't be sharing any of my tasklists"	""	"radiobutton"
"No, let me see all available options"	""	"radiobutton"
"No, thanks"	""	"radiobutton"
"None"	""	"combobox"
